ping_ms,download_mbps,upload_mbps,organization,server_ip,sponsor,city,browser,iteration,time,platform,Location,Scenario,subnet_15,client_ip_operator
14.0,494.25,262.59,GARR,140.105.160.15,ASDASD srl,Venice,safari,26.0,1665486893.266432,Darwin,IT,Native,140.104.0.0/14,Other
17.0,515.8,240.64,GARR,140.105.160.15,ASDASD srl,Venice,safari,29.0,1665487206.963402,Darwin,IT,Native,140.104.0.0/14,Other
18.0,508.95,213.78,GARR,140.105.160.15,ASDASD srl,Venice,safari,17.0,1665485988.398388,Darwin,IT,Native,140.104.0.0/14,Other
15.0,518.5,240.65,GARR,140.105.160.15,ASDASD srl,Venice,safari,42.0,1665488581.9166431,Darwin,IT,Native,140.104.0.0/14,Other
15.0,568.07,248.48,GARR,140.105.160.15,ASDASD srl,Venice,safari,90.0,1665493343.097755,Darwin,IT,Native,140.104.0.0/14,Other
27.0,499.69,275.2,GARR,140.105.160.15,ASDASD srl,Venice,safari,27.0,1665486998.370881,Darwin,IT,Native,140.104.0.0/14,Other
16.0,322.83,251.94,GARR,140.105.160.15,ASDASD srl,Venice,safari,74.0,1665491662.8453681,Darwin,IT,Native,140.104.0.0/14,Other
15.0,483.86,275.31,GARR,140.105.160.15,ASDASD srl,Venice,safari,16.0,1665485883.497322,Darwin,IT,Native,140.104.0.0/14,Other
15.0,520.66,230.85,GARR,140.105.160.15,ASDASD srl,Venice,safari,71.0,1665491386.363924,Darwin,IT,Native,140.104.0.0/14,Other
17.0,558.07,189.25,GARR,140.105.160.15,ASDASD srl,Venice,safari,85.0,1665492820.793222,Darwin,IT,Native,140.104.0.0/14,Other
17.0,484.84,242.59,GARR,140.105.160.15,ASDASD srl,Venice,safari,8.0,1665485040.004656,Darwin,IT,Native,140.104.0.0/14,Other
17.0,495.75,235.24,GARR,140.105.160.15,ASDASD srl,Venice,safari,22.0,1665486474.6295009,Darwin,IT,Native,140.104.0.0/14,Other
14.0,480.2,239.01,GARR,140.105.160.15,ASDASD srl,Venice,safari,7.0,1665484933.15077,Darwin,IT,Native,140.104.0.0/14,Other
15.0,483.97,266.65,GARR,140.105.160.15,ASDASD srl,Venice,safari,33.0,1665487634.30863,Darwin,IT,Native,140.104.0.0/14,Other
15.0,585.12,259.0,GARR,140.105.160.15,ASDASD srl,Venice,safari,84.0,1665492716.3492322,Darwin,IT,Native,140.104.0.0/14,Other
16.0,558.87,251.34,GARR,140.105.160.15,ASDASD srl,Venice,safari,96.0,1665493974.1776729,Darwin,IT,Native,140.104.0.0/14,Other
29.0,480.27,146.65,GARR,140.105.160.15,ASDASD srl,Venice,safari,6.0,1665484826.124212,Darwin,IT,Native,140.104.0.0/14,Other
14.0,485.0,249.15,GARR,140.105.160.15,ASDASD srl,Venice,safari,46.0,1665488999.160863,Darwin,IT,Native,140.104.0.0/14,Other
17.0,487.41,262.24,GARR,140.105.160.15,ASDASD srl,Venice,safari,54.0,1665489761.4554381,Darwin,IT,Native,140.104.0.0/14,Other
14.0,536.04,249.88,GARR,140.105.160.15,ASDASD srl,Venice,safari,3.0,1665484508.469717,Darwin,IT,Native,140.104.0.0/14,Other
15.0,513.38,214.23,GARR,140.105.160.15,ASDASD srl,Venice,safari,77.0,1665491978.943555,Darwin,IT,Native,140.104.0.0/14,Other
15.0,484.71,228.36,GARR,140.105.160.15,ASDASD srl,Venice,safari,44.0,1665488790.165292,Darwin,IT,Native,140.104.0.0/14,Other
16.0,532.66,245.94,GARR,140.105.160.15,ASDASD srl,Venice,safari,38.0,1665488161.458984,Darwin,IT,Native,140.104.0.0/14,Other
19.0,578.18,227.47,GARR,140.105.160.15,ASDASD srl,Venice,safari,93.0,1665493658.753886,Darwin,IT,Native,140.104.0.0/14,Other
15.0,528.21,263.36,GARR,140.105.160.15,ASDASD srl,Venice,safari,15.0,1665485777.651714,Darwin,IT,Native,140.104.0.0/14,Other
15.0,502.69,249.28,GARR,140.105.160.15,ASDASD srl,Venice,safari,50.0,1665489342.210756,Darwin,IT,Native,140.104.0.0/14,Other
14.0,570.53,254.38,GARR,140.105.160.15,ASDASD srl,Venice,safari,83.0,1665492610.4911392,Darwin,IT,Native,140.104.0.0/14,Other
29.0,578.27,134.47,GARR,140.105.160.15,ASDASD srl,Venice,safari,92.0,1665493551.383536,Darwin,IT,Native,140.104.0.0/14,Other
14.0,531.41,190.37,GARR,140.105.160.15,ASDASD srl,Venice,safari,4.0,1665484614.219746,Darwin,IT,Native,140.104.0.0/14,Other
15.0,468.71,217.04,GARR,140.105.160.15,ASDASD srl,Venice,safari,55.0,1665489865.6067278,Darwin,IT,Native,140.104.0.0/14,Other
16.0,512.38,120.35,GARR,140.105.160.15,ASDASD srl,Venice,safari,5.0,1665484720.525483,Darwin,IT,Native,140.104.0.0/14,Other
14.0,462.57,219.75,GARR,140.105.160.15,ASDASD srl,Venice,safari,11.0,1665485353.567005,Darwin,IT,Native,140.104.0.0/14,Other
3.0,937.4,939.76,RENATER,140.77.13.131,SFR,Lyon,safari,37.0,1666342638.159261,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.2,931.37,RENATER,140.77.13.131,LASOTEL,Lyon,safari,89.0,1666348081.618269,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.67,938.78,RENATER,140.77.13.131,LASOTEL,Lyon,safari,28.0,1666341699.215465,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.1,931.57,RENATER,140.77.13.131,LASOTEL,Lyon,safari,161.0,1666355716.907163,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.3,937.26,RENATER,140.77.13.131,SFR,Lyon,safari,76.0,1666346716.673741,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.42,938.23,RENATER,140.77.13.131,SFR,Lyon,safari,119.0,1666351244.206623,Darwin,FR,Native,140.76.0.0/14,Other
3.0,938.78,938.1,RENATER,140.77.13.131,SFR,Lyon,safari,64.0,1666345449.554223,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.28,935.15,RENATER,140.77.13.131,LASOTEL,Lyon,safari,131.0,1666352524.867877,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.55,937.13,RENATER,140.77.13.131,SFR,Lyon,safari,75.0,1666346609.009485,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.81,934.69,RENATER,140.77.13.131,LASOTEL,Lyon,safari,155.0,1666355073.482211,Darwin,FR,Native,140.76.0.0/14,Other
2.0,913.5,926.62,RENATER,140.77.13.131,LASOTEL,Lyon,safari,146.0,1666354124.737432,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.15,938.34,RENATER,140.77.13.131,LASOTEL,Lyon,safari,57.0,1666344724.880328,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.89,933.71,RENATER,140.77.13.131,LASOTEL,Lyon,safari,63.0,1666345347.4827762,Darwin,FR,Native,140.76.0.0/14,Other
2.0,930.24,925.35,RENATER,140.77.13.131,LASOTEL,Lyon,safari,140.0,1666353474.945964,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.04,931.49,RENATER,140.77.13.131,LASOTEL,Lyon,safari,167.0,1666356351.814301,Darwin,FR,Native,140.76.0.0/14,Other
3.0,934.01,934.34,RENATER,140.77.13.131,LASOTEL,Lyon,safari,13.0,1666340139.447855,Darwin,FR,Native,140.76.0.0/14,Other
2.0,918.24,927.55,RENATER,140.77.13.131,LASOTEL,Lyon,safari,1.0,1666338872.8505821,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.05,936.22,RENATER,140.77.13.131,SFR,Lyon,safari,9.0,1666339711.1052,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.89,938.07,RENATER,140.77.13.131,SFR,Lyon,safari,20.0,1666340863.489825,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.64,938.71,RENATER,140.77.13.131,SFR,Lyon,safari,36.0,1666342535.691236,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.85,938.4,RENATER,140.77.13.131,SFR,Lyon,safari,120.0,1666351352.248617,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.63,934.69,RENATER,140.77.13.131,SFR,Lyon,safari,169.0,1666356562.452607,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.27,935.24,RENATER,140.77.13.131,SFR,Lyon,safari,149.0,1666354443.88605,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.26,936.5,RENATER,140.77.13.131,SFR,Lyon,safari,66.0,1666345659.869874,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.38,940.44,RENATER,140.77.13.131,SFR,Lyon,safari,62.0,1666345245.385401,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.81,938.55,RENATER,140.77.13.131,SFR,Lyon,safari,45.0,1666343460.623639,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.02,935.17,RENATER,140.77.13.131,SFR,Lyon,safari,72.0,1666346296.236481,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.09,936.27,RENATER,140.77.13.131,SFR,Lyon,safari,88.0,1666347973.197828,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.28,929.51,RENATER,140.77.13.131,LASOTEL,Lyon,safari,94.0,1666348599.318589,Darwin,FR,Native,140.76.0.0/14,Other
3.0,923.01,934.61,RENATER,140.77.13.131,SFR,Lyon,safari,39.0,1666342844.911183,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.23,935.57,RENATER,140.77.13.131,SFR,Lyon,safari,70.0,1666346092.052848,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.28,935.37,RENATER,140.77.13.131,SFR,Lyon,safari,78.0,1666346926.6947799,Darwin,FR,Native,140.76.0.0/14,Other
2.0,926.19,924.34,RENATER,140.77.13.131,LASOTEL,Lyon,safari,142.0,1666353691.269829,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.86,936.45,RENATER,140.77.13.131,SFR,Lyon,safari,137.0,1666353156.842612,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.45,932.92,RENATER,140.77.13.131,LASOTEL,Lyon,safari,114.0,1666350715.087981,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.52,938.12,RENATER,140.77.13.131,SFR,Lyon,safari,135.0,1666352946.3366559,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.44,935.49,RENATER,140.77.13.131,SFR,Lyon,safari,73.0,1666346398.4010692,Darwin,FR,Native,140.76.0.0/14,Other
2.0,923.34,915.67,RENATER,140.77.13.131,LASOTEL,Lyon,safari,145.0,1666354016.803329,Darwin,FR,Native,140.76.0.0/14,Other
3.0,937.36,934.02,RENATER,140.77.13.131,SFR,Lyon,safari,150.0,1666354549.088276,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.24,935.62,RENATER,140.77.13.131,SFR,Lyon,safari,115.0,1666350823.269763,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.41,937.89,RENATER,140.77.13.131,SFR,Lyon,safari,99.0,1666349139.867451,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.21,937.65,RENATER,140.77.13.131,SFR,Lyon,safari,109.0,1666350194.259145,Darwin,FR,Native,140.76.0.0/14,Other
3.0,937.67,937.57,RENATER,140.77.13.131,SFR,Lyon,safari,30.0,1666341915.5330071,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.72,939.41,RENATER,140.77.13.131,LASOTEL,Lyon,safari,34.0,1666342330.598421,Darwin,FR,Native,140.76.0.0/14,Other
4.0,936.52,938.67,RENATER,140.77.13.131,SFR,Lyon,safari,10.0,1666339819.5468318,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.23,924.53,RENATER,140.77.13.131,LASOTEL,Lyon,safari,103.0,1666349566.75672,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.31,933.68,RENATER,140.77.13.131,LASOTEL,Lyon,safari,121.0,1666351460.36581,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.34,940.58,RENATER,140.77.13.131,SFR,Lyon,safari,21.0,1666340966.1302888,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.48,927.62,RENATER,140.77.13.131,LASOTEL,Lyon,safari,87.0,1666347870.651467,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.98,937.32,RENATER,140.77.13.131,SFR,Lyon,safari,156.0,1666355181.66545,Darwin,FR,Native,140.76.0.0/14,Other
2.0,931.45,937.09,RENATER,140.77.13.131,SFR,Lyon,safari,111.0,1666350399.187967,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.51,937.3,RENATER,140.77.13.131,SFR,Lyon,safari,112.0,1666350504.6905,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.89,934.09,RENATER,140.77.13.131,SFR,Lyon,safari,82.0,1666347347.49474,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.65,928.86,RENATER,140.77.13.131,LASOTEL,Lyon,safari,98.0,1666349031.52371,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.32,937.02,RENATER,140.77.13.131,SFR,Lyon,safari,107.0,1666349989.1727092,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.56,939.93,RENATER,140.77.13.131,SFR,Lyon,safari,19.0,1666340761.185256,Darwin,FR,Native,140.76.0.0/14,Other
5.0,937.17,913.31,RENATER,140.77.13.131,LASOTEL,Lyon,safari,32.0,1666342125.557763,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.37,939.97,RENATER,140.77.13.131,SFR,Lyon,safari,113.0,1666350612.558618,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.48,927.03,RENATER,140.77.13.131,LASOTEL,Lyon,safari,153.0,1666354862.6796339,Darwin,FR,Native,140.76.0.0/14,Other
3.0,903.69,932.16,RENATER,140.77.13.131,SFR,Lyon,safari,40.0,1666342947.581882,Darwin,FR,Native,140.76.0.0/14,Other
3.0,935.29,926.13,RENATER,140.77.13.131,SFR,Lyon,safari,166.0,1666356243.579197,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.21,918.18,RENATER,140.77.13.131,LASOTEL,Lyon,safari,81.0,1666347244.9562979,Darwin,FR,Native,140.76.0.0/14,Other
2.0,929.19,936.98,RENATER,140.77.13.131,SFR,Lyon,safari,24.0,1666341284.799124,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.47,937.02,RENATER,140.77.13.131,SFR,Lyon,safari,154.0,1666354965.21696,Darwin,FR,Native,140.76.0.0/14,Other
2.0,934.6,934.28,RENATER,140.77.13.131,SFR,Lyon,safari,165.0,1666356137.5306618,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.88,938.29,RENATER,140.77.13.131,SFR,Lyon,safari,67.0,1666345768.000855,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.88,932.19,RENATER,140.77.13.131,LASOTEL,Lyon,safari,108.0,1666350092.061687,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.07,936.6,RENATER,140.77.13.131,SFR,Lyon,safari,79.0,1666347034.6652758,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.86,938.38,RENATER,140.77.13.131,LASOTEL,Lyon,safari,58.0,1666344827.2854972,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.87,926.6,RENATER,140.77.13.131,LASOTEL,Lyon,safari,127.0,1666352103.378999,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.34,937.02,RENATER,140.77.13.131,SFR,Lyon,safari,148.0,1666354341.027884,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.37,937.49,RENATER,140.77.13.131,SFR,Lyon,safari,43.0,1666343255.6013079,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.0,933.22,RENATER,140.77.13.131,SFR,Lyon,safari,102.0,1666349458.81485,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.0,929.66,RENATER,140.77.13.131,LASOTEL,Lyon,safari,31.0,1666342023.424119,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.26,924.14,RENATER,140.77.13.131,LASOTEL,Lyon,safari,80.0,1666347142.4644842,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.92,938.03,RENATER,140.77.13.131,SFR,Lyon,safari,65.0,1666345557.551737,Darwin,FR,Native,140.76.0.0/14,Other
2.0,931.95,922.29,RENATER,140.77.13.131,LASOTEL,Lyon,safari,2.0,1666338980.856294,Darwin,FR,Native,140.76.0.0/14,Other
2.0,934.26,913.78,RENATER,140.77.13.131,LASOTEL,Lyon,safari,147.0,1666354233.178774,Darwin,FR,Native,140.76.0.0/14,Other
3.0,938.69,938.86,RENATER,140.77.13.131,SFR,Lyon,safari,48.0,1666343768.4127412,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.45,932.11,RENATER,140.77.13.131,LASOTEL,Lyon,safari,162.0,1666355824.860414,Darwin,FR,Native,140.76.0.0/14,Other
2.0,934.04,933.47,RENATER,140.77.13.131,LASOTEL,Lyon,safari,12.0,1666340037.3243039,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.38,936.01,RENATER,140.77.13.131,SFR,Lyon,safari,136.0,1666353048.758976,Darwin,FR,Native,140.76.0.0/14,Other
3.0,937.53,938.42,RENATER,140.77.13.131,SFR,Lyon,safari,138.0,1666353258.966775,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.79,935.0,RENATER,140.77.13.131,SFR,Lyon,safari,128.0,1666352211.504079,Darwin,FR,Native,140.76.0.0/14,Other
3.0,932.66,929.46,RENATER,140.77.13.131,LASOTEL,Lyon,safari,164.0,1666356035.0474439,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.48,937.75,RENATER,140.77.13.131,SFR,Lyon,safari,160.0,1666355609.1031091,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.1,935.91,RENATER,140.77.13.131,LASOTEL,Lyon,safari,18.0,1666340658.944321,Darwin,FR,Native,140.76.0.0/14,Other
2.0,934.85,909.32,RENATER,140.77.13.131,SFR,Lyon,safari,144.0,1666353908.483656,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.02,935.07,RENATER,140.77.13.131,SFR,Lyon,safari,106.0,1666349881.118011,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.03,927.0,RENATER,140.77.13.131,SFR,Lyon,safari,143.0,1666353800.457781,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.45,937.57,RENATER,140.77.13.131,SFR,Lyon,safari,61.0,1666345140.1533902,Darwin,FR,Native,140.76.0.0/14,Other
3.0,937.44,937.75,RENATER,140.77.13.131,LASOTEL,Lyon,safari,23.0,1666341182.62632,Darwin,FR,Native,140.76.0.0/14,Other
3.0,935.3,930.95,RENATER,140.77.13.131,SFR,Lyon,safari,168.0,1666356454.5464761,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.52,938.88,RENATER,140.77.13.131,LASOTEL,Lyon,safari,53.0,1666344297.9558961,Darwin,FR,Native,140.76.0.0/14,Other
3.0,938.62,937.83,RENATER,140.77.13.131,SFR,Lyon,safari,117.0,1666351039.486141,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.72,936.77,RENATER,140.77.13.131,SFR,Lyon,safari,157.0,1666355290.046742,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.47,937.13,RENATER,140.77.13.131,SFR,Lyon,safari,110.0,1666350296.438089,Darwin,FR,Native,140.76.0.0/14,Other
3.0,936.98,934.87,RENATER,140.77.13.131,SFR,Lyon,safari,49.0,1666343871.02917,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.2,940.19,RENATER,140.77.13.131,LASOTEL,Lyon,safari,56.0,1666344616.804192,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.73,934.85,RENATER,140.77.13.131,SFR,Lyon,safari,151.0,1666354651.5659351,Darwin,FR,Native,140.76.0.0/14,Other
2.0,930.03,933.82,RENATER,140.77.13.131,SFR,Lyon,safari,68.0,1666345876.045515,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.64,938.04,RENATER,140.77.13.131,LASOTEL,Lyon,safari,35.0,1666342433.00178,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.86,936.9,RENATER,140.77.13.131,LASOTEL,Lyon,safari,158.0,1666355398.3712199,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.84,937.15,RENATER,140.77.13.131,SFR,Lyon,safari,86.0,1666347762.6088488,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.96,937.62,RENATER,140.77.13.131,SFR,Lyon,safari,52.0,1666344189.902743,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.18,931.26,RENATER,140.77.13.131,LASOTEL,Lyon,safari,100.0,1666349247.924893,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.99,933.12,RENATER,140.77.13.131,SFR,Lyon,safari,105.0,1666349773.1145952,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.59,935.79,RENATER,140.77.13.131,SFR,Lyon,safari,95.0,1666348707.452131,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.05,935.04,RENATER,140.77.13.131,SFR,Lyon,safari,97.0,1666348923.715034,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.32,938.43,RENATER,140.77.13.131,LASOTEL,Lyon,safari,41.0,1666343050.732191,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.56,935.45,RENATER,140.77.13.131,SFR,Lyon,safari,104.0,1666349669.310384,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.39,939.04,RENATER,140.77.13.131,LASOTEL,Lyon,safari,60.0,1666345037.9956858,Darwin,FR,Native,140.76.0.0/14,Other
3.0,938.81,937.49,RENATER,140.77.13.131,SFR,Lyon,safari,152.0,1666354754.445336,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.48,935.04,RENATER,140.77.13.131,SFR,Lyon,safari,91.0,1666348286.356524,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.32,933.42,RENATER,140.77.13.131,LASOTEL,Lyon,safari,124.0,1666351784.756306,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.49,936.79,RENATER,140.77.13.131,LASOTEL,Lyon,safari,14.0,1666340242.060212,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.94,935.48,RENATER,140.77.13.131,SFR,Lyon,safari,0.0,1666338770.185777,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.33,937.85,RENATER,140.77.13.131,SFR,Lyon,safari,51.0,1666344081.8254201,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.5,928.65,RENATER,140.77.13.131,LASOTEL,Lyon,safari,129.0,1666352319.569888,Darwin,FR,Native,140.76.0.0/14,Other
3.0,928.93,937.52,RENATER,140.77.13.131,SFR,Lyon,safari,122.0,1666351568.3867369,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.38,938.11,RENATER,140.77.13.131,SFR,Lyon,safari,25.0,1666341392.738945,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.01,939.5,RENATER,140.77.13.131,LASOTEL,Lyon,safari,59.0,1666344935.406327,Darwin,FR,Native,140.76.0.0/14,Other
2.0,935.36,938.66,RENATER,140.77.13.131,SFR,Lyon,safari,26.0,1666341494.780022,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.55,939.63,RENATER,140.77.13.131,LASOTEL,Lyon,safari,29.0,1666341807.2689831,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.8,932.53,RENATER,140.77.13.131,LASOTEL,Lyon,safari,118.0,1666351141.956887,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.77,936.2,RENATER,140.77.13.131,LASOTEL,Lyon,safari,17.0,1666340556.594249,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.54,934.57,RENATER,140.77.13.131,SFR,Lyon,safari,126.0,1666351995.229805,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.24,929.97,RENATER,140.77.13.131,LASOTEL,Lyon,safari,69.0,1666345984.093361,Darwin,FR,Native,140.76.0.0/14,Other
6.0,910.76,938.02,RENATER,140.77.13.131,LASOTEL,Lyon,safari,42.0,1666343153.304537,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.74,924.83,RENATER,140.77.13.131,LASOTEL,Lyon,safari,90.0,1666348183.9434571,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.7,937.85,RENATER,140.77.13.131,LASOTEL,Lyon,safari,27.0,1666341596.9899142,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.87,936.51,RENATER,140.77.13.131,SFR,Lyon,safari,133.0,1666352730.084202,Darwin,FR,Native,140.76.0.0/14,Other
3.0,938.22,937.34,RENATER,140.77.13.131,SFR,Lyon,safari,74.0,1666346500.5218549,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.61,937.48,RENATER,140.77.13.131,SFR,Lyon,safari,139.0,1666353366.912689,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.02,927.54,RENATER,140.77.13.131,LASOTEL,Lyon,safari,130.0,1666352421.987658,Darwin,FR,Native,140.76.0.0/14,Other
2.0,939.33,937.63,RENATER,140.77.13.131,SFR,Lyon,safari,163.0,1666355932.7160408,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.33,939.74,RENATER,140.77.13.131,SFR,Lyon,safari,16.0,1666340454.2478569,Darwin,FR,Native,140.76.0.0/14,Other
2.0,936.67,935.78,RENATER,140.77.13.131,SFR,Lyon,safari,71.0,1666346194.1408331,Darwin,FR,Native,140.76.0.0/14,Other
3.0,937.93,934.5,RENATER,140.77.13.131,SFR,Lyon,safari,132.0,1666352627.432801,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.81,936.5,RENATER,140.77.13.131,SFR,Lyon,safari,85.0,1666347660.0287092,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.79,937.26,RENATER,140.77.13.131,SFR,Lyon,safari,8.0,1666339606.550385,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.98,930.5,RENATER,140.77.13.131,LASOTEL,Lyon,safari,22.0,1666341074.5012548,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.03,939.25,RENATER,140.77.13.131,LASOTEL,Lyon,safari,7.0,1666339502.578264,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.84,937.95,RENATER,140.77.13.131,SFR,Lyon,safari,33.0,1666342228.1689181,Darwin,FR,Native,140.76.0.0/14,Other
3.0,937.2,935.41,RENATER,140.77.13.131,SFR,Lyon,safari,101.0,1666349350.464559,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.1,929.68,RENATER,140.77.13.131,SFR,Lyon,safari,84.0,1666347552.0197382,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.81,932.59,RENATER,140.77.13.131,LASOTEL,Lyon,safari,123.0,1666351676.481971,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.23,910.49,RENATER,140.77.13.131,LASOTEL,Lyon,safari,96.0,1666348815.5750961,Darwin,FR,Native,140.76.0.0/14,Other
4.0,931.6,934.86,RENATER,140.77.13.131,SFR,Lyon,safari,6.0,1666339400.120351,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.44,937.02,RENATER,140.77.13.131,LASOTEL,Lyon,safari,46.0,1666343563.528696,Darwin,FR,Native,140.76.0.0/14,Other
2.0,938.19,930.55,RENATER,140.77.13.131,LASOTEL,Lyon,safari,159.0,1666355500.778458,Darwin,FR,Native,140.76.0.0/14,Other
3.0,937.55,938.86,RENATER,140.77.13.131,SFR,Lyon,safari,54.0,1666344400.6602602,Darwin,FR,Native,140.76.0.0/14,Other
2.0,937.59,936.78,RENATER,140.77.13.131,SFR,Lyon,safari,134.0,1666352838.155654,Darwin,FR,Native,140.76.0.0/14,Other
3.0,936.22,936.75,RENATER,140.77.13.131,SFR,Lyon,safari,116.0,1666350931.537799,Darwin,FR,Native,140.76.0.0/14,Other
